participant	trial	det	noun	lemma	target_lemma	noun.end	last_a	root.end	es.gender	eu.syl.num	es	en	detGender	detNumber	lemma_phon_gender	noun_phon_gender	analogical	phon_lemma	phon_noun	default_f	default_m	repetition	fluidgen
6	6	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	1	*
6	7	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	1	*
6	8	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	0	
6	9	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	1	*
6	12	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	1	*
6	12	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	1	*
6	14	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	1	*
6	14	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	1	
6	15	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
6	16	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
6	17	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
6	18	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
6	19	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
6	20	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	1	
6	20	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
6	21	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
6	22	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
6	23	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
6	24	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
6	25	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
6	26	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	0	
6	27	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
6	28	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
6	29	el	galtza	galtza	galtza	a	1	a	m	2	pantalón	trouser	m	s	f	f	1	0	0	0	1	0	
6	30	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
6	31	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
6	32	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	0	
6	33	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
6	34	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
7	4	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
7	6	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
7	11	el	begi	begi	begi	i	0	i	m	2	ojo	eye	m	s	m	m	1	1	1	0	1	1	
7	14	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
7	16	el	pospolo-a	pospolo	pospolo	a	1	o	f	3	cerilla	match	m	s	m	f	0	1	0	0	1	0	
7	20	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
7	21	el	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	m	s	m	f	0	1	0	0	1	0	
7	23	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
7	24	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
7	25	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
7	29	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
7	30	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	0	
7	31	el	begi-a	begi	bekain	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	1	
7	32	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
7	33	el	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	m	s	m	f	0	1	0	0	1	0	
7	34	el	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	m	s	m	f	0	1	0	0	1	0	
7	36	el	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	m	s	m	f	1	1	0	0	1	0	
7	38	la	laino-a	laino	euri	a	1	o	f	2	niebla	fog	f	s	m	f	1	0	1	1	0	0	
7	39	la	txanpoñ-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
7	41	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
7	42	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
8	1	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
8	3	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	0	
8	4	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
8	5	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
8	6	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
8	7	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	0	
8	9	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
8	12	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
8	14	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
8	15	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	1	
8	16	el	pospolo-a	pospolo	pospolo	a	1	o	f	3	cerilla	match	m	s	m	f	0	1	0	0	1	1	
8	17	la	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	f	s	m	f	0	0	1	1	0	0	
8	18	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	0	
8	20	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	0	
8	21	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
8	22	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
8	23	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
8	24	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
8	25	el	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	m	s	m	f	1	1	0	0	1	0	
8	26	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
8	27	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
8	28	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
8	29	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
8	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
8	31	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
8	32	la	galtza	galtza	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
8	33	el	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	m	s	m	f	1	1	0	0	1	0	
8	34	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
8	35	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
8	36	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
8	37	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
8	38	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
9	2	la	euri	euri	euri	i	0	i	f	2	lluvia	rain	f	s	m	m	1	0	0	1	0	0	
9	3	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	0	
9	4	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
9	6	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	0	
9	7	el	lepo	lepo	lepo	o	0	o	m	2	cuello	neck	m	s	m	m	1	1	1	0	1	0	
9	8	la	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
9	9	el	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	m	s	f	f	1	0	0	0	1	0	
9	10	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
9	11	la	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	f	s	m	m	1	0	0	1	0	0	
9	12	la	bekain	bekain	bekain	n	0	n	f	2	ceja	eyebrow	f	s	m	m	1	0	0	1	0	0	
9	13	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
9	16	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
9	17	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
9	18	el	ogi	ogi	ogi	i	0	i	m	2	pan	bread	m	s	m	m	1	1	1	0	1	0	
9	19	la	txanpon	txanpon	txanpon	n	0	n	f	2	moneda	coin	f	s	m	m	1	0	0	1	0	0	
9	22	el	malko	malko	malko	o	0	o	f	2	lágrima	tear	m	s	m	m	0	1	1	0	1	0	
9	23	la	leiho	leiho	leiho	o	0	o	f	2	ventana	window	f	s	m	m	1	0	0	1	0	0	
9	24	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
9	25	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	0	
9	26	la	gezi	gezi	gezi	i	0	i	f	2	flecha	arrow	f	s	m	m	1	0	0	1	0	0	
9	27	la	ezti	ezti	ezti	i	0	i	f	2	miel	honey	f	s	m	m	1	0	0	1	0	0	
9	28	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	0	
9	29	el	begi	begi	begi	i	0	i	m	2	ojo	eye	m	s	m	m	1	1	1	0	1	0	
9	31	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
9	32	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	0	
9	33	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
9	34	el	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	m	s	m	m	1	1	1	0	1	0	
9	35	la	ilargi	ilargi	ilargi	i	0	i	f	3	luna	moon	f	s	m	m	1	0	0	1	0	0	
A1	2	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	1	
A1	4	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	1	
A1	5	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	1	
A1	6	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A1	7	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	1	*
A1	8	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	1	
A1	10	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	1	
A1	13	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A1	14	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	1	*
A1	15	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	1	*
A1	16	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	1	*
A1	17	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	1	
A1	18	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	1	
A1	19	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	1	
A1	20	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	1	
A1	21	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	1	*
A1	22	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
A1	23	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	1	
A1	24	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	1	
A1	25	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	1	
A1	26	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	1	
A1	27	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	1	
A1	28	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
A1	29	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	1	
A1	30	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	1	
A1	31	el	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	m	s	m	f	0	1	0	0	1	1	*
A1	32	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	1	*
A1	33	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A1	34	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A1	35	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	1	
A1	36	el	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	m	s	m	m	1	1	1	0	1	1	*
A1	37	la	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	f	s	m	m	0	0	0	1	0	1	*
A1	38	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	1	
A1	39	el	ogi	ogi	ogi	i	0	i	m	2	pan	bread	m	s	m	m	1	1	1	0	1	0	
A1	40	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	1	
A1	41	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	1	
A1	42	la	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	f	s	m	m	1	0	0	1	0	0	
A1	43	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	1	
A1	44	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	1	
A1	45	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
A1	46	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	1	
A1	47	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	1	
A1	48	el	txanpon	txanpon	txanpon	n	0	n	f	2	moneda	coin	m	s	m	m	0	1	1	0	1	1	*
A1	49	la	txanpon	txanpon	txanpon	n	0	n	f	2	moneda	coin	f	s	m	m	1	0	0	1	0	1	*
A1	50	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A1	51	el	pospolo	pospolo	poxpolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A1	52	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	1	
A1	53	el	komun	komun	komun	n	0	n	m	2	cuarto de baño	toilet	m	s	m	m	1	1	1	0	1	1	
A1	54	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A1	56	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	1	
A1	57	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	1	
A1	58	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	0	
A1	60	el	fraka	praka	galtza	a	1	a	m	2	pantalón	trouser	m	s	f	f	1	0	0	0	1	0	
A1	61	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
A10	2	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
A10	4	el	kirten	kirten	kirten	n	0	n	m	2	mango	handle	m	s	m	m	1	1	1	0	1	0	
A10	5	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A10	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	0	
A10	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A10	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A10	9	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
A10	10	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
A10	11	el	tanta	tanta	tanta	a	1	a	f	2	gota	drop	m	s	f	f	0	0	0	0	1	0	
A10	12	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A10	13	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A10	14	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	0	
A10	17	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
A10	18	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
A10	19	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A10	20	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A10	21	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A10	22	el	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	m	s	m	f	0	1	0	0	1	0	
A10	23	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A10	24	el	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	m	s	m	f	0	1	0	0	1	0	
A10	25	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
A10	26	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	0	
A10	27	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
A10	28	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	0	
A10	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A10	31	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A10	32	el	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	m	s	m	f	1	1	0	0	1	0	
A10	33	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
