participant	trial	det	noun	lemma	target_lemma	noun.end	last_a	root.end	es.gender	eu.syl.num	es	en	detGender	detNumber	lemma_phon_gender	noun_phon_gender	analogical	phon_lemma	phon_noun	default_f	default_m	repetition	fluidgen
A11	2	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
A11	3	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A11	4	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	0	
A11	5	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A11	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	0	
A11	8	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A11	9	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A11	10	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	1	
A11	11	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	1	
A11	12	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
A11	13	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	1	*
A11	14	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	1	*
A11	15	el	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	m	s	m	f	1	1	0	0	1	1	
A11	16	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
A11	18	el	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	m	s	m	f	0	1	0	0	1	1	*
A11	19	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	1	*
A11	20	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	1	*
A11	21	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A11	22	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
A11	23	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
A11	24	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A11	25	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A11	26	el	soineko	soineko	gona	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	1	
A11	29	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	1	
A11	30	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	1	
A11	31	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
A11	32	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	1	*
A11	33	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	1	*
A11	34	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A11	36	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	1	*
A11	37	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	1	*
A11	38	el	beso-a	beso	beso	a	1	o	m	2	brazo	arm	m	s	m	f	1	1	0	0	1	1	*
A11	39	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	1	*
A11	40	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	1	*
A11	41	el	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	m	s	f	f	1	0	0	0	1	0	
A11	42	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
A11	43	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
A11	45	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A11	46	el	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	m	s	m	f	1	1	0	0	1	0	
A11	47	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	1	*
A11	49	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	1	*
A11	50	el	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	m	s	m	f	1	1	0	0	1	1	*
A11	51	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
A2	1	el	hosto	hosto	hosto	o	0	o	f	2	hoja	leaf	m	s	m	m	0	1	1	0	1	0	
A2	2	el	begi	begi	begi	i	0	i	m	2	ojo	eye	m	s	m	m	1	1	1	0	1	0	
A2	3	la	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	f	s	m	f	0	0	1	1	0	0	
A2	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A2	5	la	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	f	s	m	f	0	0	1	1	0	1	*
A2	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	1	*
A2	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A2	9	el	moko	moko	moko	o	0	o	m	2	pico	beak	m	s	m	m	1	1	1	0	1	0	
A2	11	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
A2	13	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	1	*
A2	14	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	1	*
A2	14	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	1	*
A2	15	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A2	16	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
A2	17	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
A2	18	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
A2	19	el	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	m	s	m	f	0	1	0	0	1	0	
A2	20	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A2	21	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A2	22	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A2	26	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A2	27	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	1	
A2	27	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	1	
A2	28	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	0	
A2	29	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	1	
A2	29	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	1	
A2	30	el	lepo	lepo	lepo	o	0	o	m	2	cuello	neck	m	s	m	m	1	1	1	0	1	0	
A2	31	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A2	32	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A2	33	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A2	34	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
A3	2	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A3	3	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	1	
A3	4	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	1	
A3	5	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A3	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	0	
A3	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A3	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A3	9	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
A3	10	el	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	m	s	m	f	0	1	0	0	1	0	
A3	12	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A3	13	el	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	m	s	m	f	0	1	0	0	1	0	
A3	14	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	0	
A3	15	el	soineko-a	soineko	soineko	a	1	o	m	3	vestido	dress	m	s	m	f	1	1	0	0	1	0	
A3	16	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	1	
A3	17	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
A3	18	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
A3	19	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A3	20	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A3	21	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	1	
A3	22	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
A3	23	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A3	24	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A3	25	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
A3	26	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	0	
A3	27	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
A3	28	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	0	
A3	29	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A3	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A3	31	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A3	32	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
A3	33	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
A3	35	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
A4	1	el	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	m	s	m	f	0	1	0	0	1	0	
A4	2	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A4	3	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
A4	4	el	kipula	tipula	tipula	a	1	a	f	3	cebolla	onion	m	s	f	f	0	0	0	0	1	0	
A4	5	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	1	
A4	6	el	eraztun-a	eraztun	eraztun	a	1	n	m	3	anillo	ring	m	s	m	f	1	1	0	0	1	1	
A4	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A4	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A4	9	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
A4	12	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
A4	14	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A4	15	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A4	16	el	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	m	s	m	f	0	1	0	0	1	0	
A4	17	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
A4	18	el	uda	uda	uda	a	1	a	m	2	verano	summer	m	s	f	f	1	0	0	0	1	0	
A4	19	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
A4	20	del	ilargi	ilargi	ilargi	i	0	i	f	3	luna	moon	m	s	m	m	0	1	1	0	1	0	
A4	25	el	gezi	gezi	gezi	i	0	i	f	2	flecha	arrow	m	s	m	m	0	1	1	0	1	0	
A4	26	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A4	27	el	malko	malko	malko	o	0	o	f	2	lágrima	tear	m	s	m	m	0	1	1	0	1	0	
A4	28	el	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	m	s	f	f	1	0	0	0	1	0	
A4	29	la	bekain	bekain	bekain	n	0	n	f	2	ceja	eyebrow	f	s	m	m	1	0	0	1	0	0	
A4	30	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	1	
A4	31	el	zubi	zubi	zubi	i	0	i	m	2	puente	bridge	m	s	m	m	1	1	1	0	1	1	
A4	32	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	1	
A4	33	el	beso	beso	beso	o	0	o	m	2	brazo	arm	m	s	m	m	1	1	1	0	1	1	
A4	34	el	errota	errota	errota	a	1	a	m	3	molino	mill	m	s	f	f	1	0	0	0	1	0	
A4	35	el	lepo	lepo	lepo	o	0	o	m	2	cuello	neck	m	s	m	m	1	1	1	0	1	0	
A4	36	el	ezpain	ezpain	ezpain	n	0	n	m	2	labio	lip	m	s	m	m	1	1	1	0	1	0	
A4	37	el	ezti	ezti	ezti	i	0	i	f	2	miel	honey	m	s	m	m	0	1	1	0	1	0	
A4	38	el	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	m	s	m	m	0	1	1	0	1	0	
A4	40	el	eguzki	eguzki	eguzki	i	0	i	m	3	sol	sun	m	s	m	m	1	1	1	0	1	0	
A5	2	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
A5	3	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A5	4	el	kirten	kirten	kirten	n	0	n	m	2	mango	handle	m	s	m	m	1	1	1	0	1	0	
A5	5	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A5	7	el	eraztun	eraztun	eraztun	n	0	n	m	3	anillo	ring	m	s	m	m	1	1	1	0	1	0	
A5	8	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A5	9	la	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	f	s	m	f	0	0	1	1	0	0	
A5	10	la	moko-a	moko	moko	a	1	o	m	2	pico	beak	f	s	m	f	0	0	1	1	0	0	
A5	11	la	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	f	s	m	f	1	0	1	1	0	0	
A5	12	la	tanta	tanta	tanta	a	1	a	f	2	gota	drop	f	s	f	f	1	1	1	1	0	0	
A5	13	la	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	f	s	m	f	1	0	1	1	0	0	
A5	14	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A5	15	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
A5	16	la	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	f	s	m	m	0	0	0	1	0	0	
A5	17	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
A5	18	el	babarrun	babarrun	babarrun	n	0	n	f	3	alubia	bean	m	s	m	m	0	1	1	0	1	0	
A5	19	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A5	20	la	gezi-a	gezi	gezi	a	1	i	f	2	flecha	arrow	f	s	m	f	1	0	1	1	0	0	
A5	21	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A5	22	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
A5	23	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A5	24	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A5	25	la	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	f	s	m	f	0	0	1	1	0	0	
A5	26	la	beso-a	beso	beso	a	1	o	m	2	brazo	arm	f	s	m	f	0	0	1	1	0	0	
A5	27	la	errota	errota	errota	a	1	a	m	3	molino	mill	f	s	f	f	0	1	1	1	0	0	
A5	28	la	lepo-a	lepo	lepo	a	1	o	m	2	cuello	neck	f	s	m	f	0	0	1	1	0	0	
A5	29	la	ezpain-a	ezpain	ezpain	a	1	n	m	2	labio	lip	f	s	m	f	0	0	1	1	0	0	
A5	30	la	ezti-a	ezti	ezti	a	1	i	f	2	miel	honey	f	s	m	f	1	0	1	1	0	0	
A5	31	la	pospolo	pospolo	pospolo	o	0	o	f	3	cerilla	match	f	s	m	m	1	0	0	1	0	0	
A5	32	la	komun-a	komun	komun	a	1	n	m	2	cuarto de baño	toilet	f	s	m	f	0	0	1	1	0	0	
A5	33	el	eguzki-a	eguzki	eguzki	a	1	i	m	3	sol	sun	m	s	m	f	1	1	0	0	1	0	
A5	34	la	praka	praka	galtza	a	1	a	m	2	pantalón	trouser	f	s	f	f	0	1	1	1	0	0	
A6	1	la	hosto-a	hosto	hosto	a	1	o	f	2	hoja	leaf	f	s	m	f	1	0	1	1	0	0	
A6	2	el	begi-a	begi	begi	a	1	i	m	2	ojo	eye	m	s	m	f	1	1	0	0	1	0	
A6	3	el	kirten-a	kirten	kirten	a	1	n	m	2	mango	handle	m	s	m	f	1	1	0	0	1	0	
A6	4	la	tipula	tipula	tipula	a	1	a	f	3	cebolla	onion	f	s	f	f	1	1	1	1	0	0	
A6	7	la	soka	soka	soka	a	1	a	f	2	cuerda	rope	f	s	f	f	1	1	1	1	0	0	
A6	8	el	ogi-a	ogi	ogi	a	1	i	m	2	pan	bread	m	s	m	f	1	1	0	0	1	0	
A6	9	el	moko-a	moko	moko	a	1	o	m	2	pico	beak	m	s	m	f	1	1	0	0	1	0	
A6	10	el	ilargi-a	ilargi	ilargi	a	1	i	f	3	luna	moon	m	s	m	f	0	1	0	0	1	0	
A6	12	el	euri-a	euri	euri	a	1	i	f	2	lluvia	rain	m	s	m	f	0	1	0	0	1	0	
A6	13	la	leiho-a	leiho	leiho	a	1	o	f	2	ventana	window	f	s	m	f	1	0	1	1	0	0	
A6	14	la	txanpon-a	txanpon	txanpon	a	1	n	f	2	moneda	coin	f	s	m	f	1	0	1	1	0	0	
A6	15	el	soineko	soineko	soineko	o	0	o	m	3	vestido	dress	m	s	m	m	1	1	1	0	1	0	
A6	16	la	uda	uda	uda	a	1	a	m	2	verano	summer	f	s	f	f	0	1	1	1	0	0	
A6	17	la	babarrun-a	babarrun	babarrun	a	1	n	f	3	alubia	bean	f	s	m	f	1	0	1	1	0	0	
A6	18	la	belaun-a	belaun	belaun	a	1	n	f	2	rodilla	knee	f	s	m	f	1	0	1	1	0	0	
A6	20	la	gona	gona	gona	a	1	a	f	2	falda	skirt	f	s	f	f	1	1	1	1	0	0	
A6	21	la	malko-a	malko	malko	a	1	o	f	2	lágrima	tear	f	s	m	f	1	0	1	1	0	0	
A6	22	la	gazta	gazta	gazta	a	1	a	m	2	queso	cheese	f	s	f	f	0	1	1	1	0	0	
A6	23	la	bekain-a	bekain	bekain	a	1	n	f	2	ceja	eyebrow	f	s	m	f	1	0	1	1	0	0	
A6	24	el	zubi-a	zubi	zubi	a	1	i	m	2	puente	bridge	m	s	m	f	1	1	0	0	1	0	
